query_name,author_paper_pairs,unique_resolved_authors,first_year,last_year,dictionary_result,offline_predictions,unknown_reason
Jana,52,1,2015,2025,female,"gender_guesser=Female[female] | gender_detector=Female[uk=Female,us=Female,ar=Female,uy=Female] | nomquamgender=Female[used=jana;p_female=0.991;sources=29;count=109458] | names_dataset=Female[p_female=0.972;p_male=0.028] | gename=Female[F]",identity_conflict
Jihui,52,1,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=jihui;p_female=0.403;sources=3;count=10] | names_dataset=Unknown[p_female=0.360;p_male=0.640] | gename=Unknown[not_found],no_offline_prediction
Dokyoon,51,2,2020,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Jue-Sheng,51,1,2018,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Tianqi,51,8,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=tianqi;p_female=0.487;sources=4;count=9] | names_dataset=Unknown[p_female=0.515;p_male=0.485] | gename=Unknown[not_found],no_offline_prediction
Wenbo,51,12,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=wenbo;p_female=0.173;sources=10;count=104] | names_dataset=Unknown[p_female=0.166;p_male=0.834] | gename=Unknown[not_found],no_offline_prediction
Yujia,51,10,2023,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yujia;p_female=0.613;sources=8;count=53] | names_dataset=Unknown[p_female=0.770;p_male=0.230] | gename=Unknown[not_found],no_offline_prediction
Yuqing,51,17,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yuqing;p_female=0.717;sources=9;count=146] | names_dataset=Unknown[p_female=0.830;p_male=0.170] | gename=Unknown[not_found],no_offline_prediction
Laurence,50,7,2018,2025,female,"gender_guesser=Female[female] | gender_detector=Male[uk=Male,us=Unknown,ar=Male,uy=Male] | nomquamgender=Unknown[used=laurence;p_female=0.313;sources=29;count=249468] | names_dataset=Unknown[p_female=0.885;p_male=0.115] | gename=Female[F]",offline_library_conflict
Yaohua,50,4,2019,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yaohua;p_female=0.269;sources=3;count=15] | names_dataset=Unknown[p_female=0.171;p_male=0.829] | gename=Unknown[not_found],no_offline_prediction
Yimin,50,8,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yimin;p_female=0.356;sources=8;count=91] | names_dataset=Unknown[p_female=0.498;p_male=0.502] | gename=Unknown[not_found],no_offline_prediction
Guang,49,15,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=guang;p_female=0.165;sources=12;count=549] | names_dataset=Unknown[p_female=0.113;p_male=0.887] | gename=Unknown[not_found],no_offline_prediction
Guo-Chong,49,3,2021,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Junqing,49,3,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=junqing;p_female=0.213;sources=4;count=13] | names_dataset=Unknown[p_female=0.429;p_male=0.571] | gename=Unknown[not_found],no_offline_prediction
Chenjie,48,2,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=chenjie;p_female=0.410;sources=5;count=30] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Eco,48,4,2015,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=eco;p_female=0.007;sources=5;count=6] | names_dataset=Unknown[p_female=0.288;p_male=0.712] | gename=Unknown[not_found],no_offline_prediction
Mengmeng,48,8,2017,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=mengmeng;p_female=0.854;sources=5;count=76] | names_dataset=Unknown[p_female=0.812;p_male=0.188] | gename=Unknown[not_found],no_offline_prediction
Ninghao,48,1,2021,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Shiu,48,3,2018,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=shiu;p_female=0.315;sources=8;count=13] | names_dataset=Unknown[p_female=0.394;p_male=0.606] | gename=Unknown[not_found],no_offline_prediction
Wenming,48,3,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=wenming;p_female=0.130;sources=5;count=38] | names_dataset=Unknown[p_female=0.102;p_male=0.898] | gename=Unknown[not_found],no_offline_prediction
Zhihong,48,12,2016,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=zhihong;p_female=0.405;sources=6;count=142] | names_dataset=Unknown[p_female=0.298;p_male=0.702] | gename=Unknown[not_found],no_offline_prediction
Canqing,47,1,2020,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=canqing;p_female=0.708;sources=1;count=3] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Jiayu,47,12,2019,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=jiayu;p_female=0.745;sources=6;count=166] | names_dataset=Unknown[p_female=0.722;p_male=0.278] | gename=Unknown[not_found],no_offline_prediction
Lee,47,20,2018,2025,mostly_male,"gender_guesser=Male[mostly_male] | gender_detector=Male[uk=Male,us=Unknown,ar=Male,uy=Male] | nomquamgender=Unknown[used=lee;p_female=0.304;sources=30;count=330978] | names_dataset=Unknown[p_female=0.291;p_male=0.709] | gename=Female[F]",offline_library_conflict
Mingyang,47,11,2019,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=mingyang;p_female=0.334;sources=2;count=14] | names_dataset=Unknown[p_female=0.197;p_male=0.803] | gename=Unknown[not_found],no_offline_prediction
Perminder,47,2,2017,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=perminder;p_female=0.250;sources=4;count=6] | names_dataset=Unknown[p_female=0.420;p_male=0.580] | gename=Unknown[not_found],no_offline_prediction
Xiayin,47,1,2022,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=xiayin;p_female=1.000;sources=1;count=2] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Biobank,46,0,2015,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Regeneron,46,5,2019,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Yiping,46,5,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yiping;p_female=0.505;sources=8;count=152] | names_dataset=Unknown[p_female=0.701;p_male=0.299] | gename=Unknown[not_found],no_offline_prediction
for,46,2,2014,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=for;p_female=0.548;sources=1;count=4] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Dianjianyi,45,1,2018,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Hongtu,45,2,2017,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=hongtu;p_female=0.250;sources=2;count=8] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Liyuan,45,11,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=liyuan;p_female=0.875;sources=6;count=46] | names_dataset=Unknown[p_female=0.706;p_male=0.294] | gename=Unknown[not_found],no_offline_prediction
Xingdong,45,1,2020,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=xingdong;p_female=0.000;sources=1;count=3] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Changzheng,44,1,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=changzheng;p_female=0.167;sources=3;count=4] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Daniele,44,14,2016,2025,female,"gender_guesser=Female[female] | gender_detector=Male[uk=Unknown,us=Unknown,ar=Unknown,uy=Male] | nomquamgender=Unknown[used=daniele;p_female=0.441;sources=28;count=110225] | names_dataset=Male[p_female=0.070;p_male=0.930] | gename=Female[F]",offline_library_conflict
Jingwen,44,9,2017,2025,andy,"gender_guesser=Unknown[andy] | gender_detector=Male[uk=Male,us=Unknown,ar=Unknown,uy=Unknown] | nomquamgender=Unknown[used=jingwen;p_female=0.799;sources=6;count=122] | names_dataset=Female[p_female=0.911;p_male=0.089] | gename=Male[M]",offline_library_conflict
Zhuqing,44,1,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=zhuqing;p_female=0.604;sources=2;count=6] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Zuyun,44,1,2019,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Chunyu,43,10,2017,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=chunyu;p_female=0.511;sources=6;count=57] | names_dataset=Unknown[p_female=0.375;p_male=0.625] | gename=Unknown[not_found],no_offline_prediction
Helen,43,1,2017,2025,female,"gender_guesser=Female[female] | gender_detector=Female[uk=Female,us=Female,ar=Female,uy=Female] | nomquamgender=Female[used=helen;p_female=0.988;sources=32;count=1155916] | names_dataset=Female[p_female=0.988;p_male=0.012] | gename=Female[F]",identity_conflict
Jianing,43,7,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=jianing;p_female=0.784;sources=7;count=52] | names_dataset=Unknown[p_female=0.789;p_male=0.211] | gename=Unknown[not_found],no_offline_prediction
Ruijie,43,5,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=ruijie;p_female=0.302;sources=4;count=29] | names_dataset=Unknown[p_female=0.575;p_male=0.425] | gename=Unknown[not_found],no_offline_prediction
Yunfeng,43,4,2019,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yunfeng;p_female=0.162;sources=4;count=45] | names_dataset=Unknown[p_female=0.126;p_male=0.874] | gename=Unknown[not_found],no_offline_prediction
Bang-Sheng,42,1,2022,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Jianhui,42,8,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=jianhui;p_female=0.418;sources=7;count=81] | names_dataset=Unknown[p_female=0.103;p_male=0.897] | gename=Unknown[not_found],no_offline_prediction
Jingyun,42,8,2016,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=jingyun;p_female=0.413;sources=2;count=7] | names_dataset=Unknown[p_female=0.881;p_male=0.119] | gename=Unknown[not_found],no_offline_prediction
Kashyap,42,1,2018,2025,unknown,"gender_guesser=Unknown[unknown] | gender_detector=Male[uk=Unknown,us=Male,ar=Unknown,uy=Unknown] | nomquamgender=Male[used=kashyap;p_female=0.000;sources=7;count=57] | names_dataset=Male[p_female=0.047;p_male=0.953] | gename=Male[M]",identity_conflict
Niki,42,5,2017,2025,female,"gender_guesser=Female[female] | gender_detector=Male[uk=Unknown,us=Unknown,ar=Unknown,uy=Male] | nomquamgender=Unknown[used=niki;p_female=0.728;sources=27;count=10877] | names_dataset=Unknown[p_female=0.693;p_male=0.307] | gename=Female[F]",offline_library_conflict
Ziwei,42,16,2019,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=ziwei;p_female=0.814;sources=9;count=45] | names_dataset=Unknown[p_female=0.688;p_male=0.312] | gename=Unknown[not_found],no_offline_prediction
andMe,42,1,2018,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Maria,41,1,2019,2025,female,"gender_guesser=Female[female] | gender_detector=Female[uk=Female,us=Female,ar=Unknown,uy=Female] | nomquamgender=Female[used=maria;p_female=0.953;sources=34;count=1944793] | names_dataset=Female[p_female=0.987;p_male=0.013] | gename=Female[F]",identity_conflict
Rosario,41,5,2016,2025,male,"gender_guesser=Male[male] | gender_detector=Female[uk=Unknown,us=Unknown,ar=Unknown,uy=Female] | nomquamgender=Unknown[used=rosario;p_female=0.501;sources=27;count=138874] | names_dataset=Unknown[p_female=0.618;p_male=0.382] | gename=Male[M]",offline_library_conflict
Shunming,41,2,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=shunming;p_female=0.604;sources=2;count=3] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Weiwei,41,13,2022,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=weiwei;p_female=0.702;sources=11;count=451] | names_dataset=Unknown[p_female=0.715;p_male=0.285] | gename=Unknown[not_found],no_offline_prediction
Yujing,41,5,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=yujing;p_female=0.881;sources=6;count=52] | names_dataset=Unknown[p_female=0.858;p_male=0.142] | gename=Unknown[not_found],no_offline_prediction
Charlie,40,16,2016,2025,mostly_male,"gender_guesser=Male[mostly_male] | gender_detector=Male[uk=Unknown,us=Unknown,ar=Unknown,uy=Male] | nomquamgender=Unknown[used=charlie;p_female=0.180;sources=29;count=355053] | names_dataset=Unknown[p_female=0.158;p_male=0.842] | gename=Female[F]",offline_library_conflict
Danli,40,2,2020,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=danli;p_female=0.750;sources=2;count=2] | names_dataset=Unknown[p_female=0.710;p_male=0.290] | gename=Unknown[not_found],no_offline_prediction
Marcus,40,2,2015,2024,male,"gender_guesser=Male[male] | gender_detector=Male[uk=Male,us=Male,ar=Male,uy=Male] | nomquamgender=Male[used=marcus;p_female=0.001;sources=32;count=283474] | names_dataset=Male[p_female=0.009;p_male=0.991] | gename=Male[M]",identity_conflict
Tengfei,40,5,2017,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=tengfei;p_female=0.250;sources=2;count=5] | names_dataset=Unknown[p_female=0.103;p_male=0.897] | gename=Unknown[not_found],no_offline_prediction
Anbupalam,39,1,2017,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Binbin,39,11,2021,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=binbin;p_female=0.548;sources=6;count=105] | names_dataset=Unknown[p_female=0.377;p_male=0.623] | gename=Unknown[not_found],no_offline_prediction
Da,39,14,2021,2025,andy,"gender_guesser=Unknown[andy] | gender_detector=Male[uk=Unknown,us=Unknown,ar=Unknown,uy=Male] | nomquamgender=Unknown[used=da;p_female=0.407;sources=15;count=1300] | names_dataset=Unknown[p_female=0.310;p_male=0.690] | gename=Female[F]",offline_library_conflict
Joanna,39,2,2015,2025,female,"gender_guesser=Female[female] | gender_detector=Female[uk=Female,us=Female,ar=Female,uy=Female] | nomquamgender=Female[used=joanna;p_female=0.992;sources=33;count=166263] | names_dataset=Female[p_female=0.995;p_male=0.005] | gename=Female[F]",identity_conflict
Sandosh,39,1,2015,2024,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=sandosh;p_female=0.000;sources=1;count=1] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
Xiaolin,39,16,2018,2025,andy,gender_guesser=Unknown[andy] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[used=xiaolin;p_female=0.530;sources=8;count=156] | names_dataset=Unknown[p_female=0.709;p_male=0.291] | gename=Unknown[not_found],no_offline_prediction
Yii-Der,39,2,2017,2025,unknown,gender_guesser=Unknown[unknown] | gender_detector=Unknown[not_found] | nomquamgender=Unknown[not_found] | names_dataset=Unknown[not_found] | gename=Unknown[not_found],no_offline_prediction
